"query","intent","entities"
"Dr. Garcia MATH202 week 9 readings","find_lecture_materials","[('Dr. Garcia', 'professor'), ('MATH202', 'course'), ('9', 'week'), ('readings', 'content_type')]"
"Week 7 lecture notes Prof. Smith","find_lecture_materials","[('Prof. Smith', 'professor'), ('7', 'week'), ('lecture notes', 'content_type')]"
"Week 1 lecture notes Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('1', 'week'), ('lecture notes', 'content_type')]"
"October 2022 exams","find_general_materials","[('exams', 'content_type')]"
"Week 8 exams Prof. Smith","find_lecture_materials","[('Prof. Smith', 'professor'), ('8', 'week'), ('exams', 'content_type')]"
"CS101 slides week 6","find_lecture_materials","[('CS101', 'course'), ('6', 'week'), ('slides', 'content_type')]"
"CHEM102 lecture notes week 12","find_lecture_materials","[('CHEM102', 'course'), ('12', 'week'), ('lecture notes', 'content_type')]"
"CHEM102 lecture notes week 9","find_lecture_materials","[('CHEM102', 'course'), ('9', 'week'), ('lecture notes', 'content_type')]"
"Prof. Lee MATH202 week 7 exams","find_lecture_materials","[('Prof. Lee', 'professor'), ('MATH202', 'course'), ('7', 'week'), ('exams', 'content_type')]"
"Week 11 lecture notes Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('11', 'week'), ('lecture notes', 'content_type')]"
"Dr. Garcia CHEM102 solutions","find_general_materials","[('Dr. Garcia', 'professor'), ('CHEM102', 'course'), ('solutions', 'content_type')]"
"solutions for CS101","find_general_materials","[('CS101', 'course'), ('solutions', 'content_type')]"
"Dr. Johnson PHYS301 assignments","find_assignments","[('Dr. Johnson', 'professor'), ('PHYS301', 'course'), ('assignments', 'content_type')]"
"Dr. Garcia exams 2021","find_general_materials","[('Dr. Garcia', 'professor'), ('exams', 'content_type')]"
"Prof. Lee PHYS301 lecture notes","find_general_materials","[('Prof. Lee', 'professor'), ('PHYS301', 'course'), ('lecture notes', 'content_type')]"
"Week 12 exams Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('12', 'week'), ('exams', 'content_type')]"
"Prof. Lee CHEM102 lecture notes","find_general_materials","[('Prof. Lee', 'professor'), ('CHEM102', 'course'), ('lecture notes', 'content_type')]"
"Dr. Johnson lecture notes 2022","find_general_materials","[('Dr. Johnson', 'professor'), ('lecture notes', 'content_type')]"
"March 2023 readings","find_general_materials","[('readings', 'content_type')]"
"April 2021 solutions","find_general_materials","[('solutions', 'content_type')]"
"Week 12 readings Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('12', 'week'), ('readings', 'content_type')]"
"February 2021 exams","find_general_materials","[('exams', 'content_type')]"
"Dr. Johnson BIO205 readings","find_general_materials","[('Dr. Johnson', 'professor'), ('BIO205', 'course'), ('readings', 'content_type')]"
"CS101 readings week 4","find_lecture_materials","[('CS101', 'course'), ('4', 'week'), ('readings', 'content_type')]"
"Dr. Amoako CS101 week 1 readings","find_lecture_materials","[('Dr. Amoako', 'professor'), ('CS101', 'course'), ('1', 'week'), ('readings', 'content_type')]"
"Prof. Smith CS101 assignments","find_assignments","[('Prof. Smith', 'professor'), ('CS101', 'course'), ('assignments', 'content_type')]"
"solutions for PHYS301","find_general_materials","[('PHYS301', 'course'), ('solutions', 'content_type')]"
"CHEM102 lecture notes week 7","find_lecture_materials","[('CHEM102', 'course'), ('7', 'week'), ('lecture notes', 'content_type')]"
"solutions for PHYS301","find_general_materials","[('PHYS301', 'course'), ('solutions', 'content_type')]"
"Week 10 solutions Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('10', 'week'), ('solutions', 'content_type')]"
"Prof. Smith CHEM102 week 11 assignments","find_lecture_materials","[('Prof. Smith', 'professor'), ('CHEM102', 'course'), ('11', 'week'), ('assignments', 'content_type')]"
"April 2021 assignments","find_general_materials","[('assignments', 'content_type')]"
"Dr. Garcia CS101 week 3 solutions","find_lecture_materials","[('Dr. Garcia', 'professor'), ('CS101', 'course'), ('3', 'week'), ('solutions', 'content_type')]"
"CS101 solutions week 7","find_lecture_materials","[('CS101', 'course'), ('7', 'week'), ('solutions', 'content_type')]"
"slides for MATH202","find_general_materials","[('MATH202', 'course'), ('slides', 'content_type')]"
"Prof. Smith readings 2021","find_general_materials","[('Prof. Smith', 'professor'), ('readings', 'content_type')]"
"September 2021 lecture notes","find_general_materials","[('lecture notes', 'content_type')]"
"Week 6 exams Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('6', 'week'), ('exams', 'content_type')]"
"assignments for CHEM102","find_assignments","[('CHEM102', 'course'), ('assignments', 'content_type')]"
"lecture notes for BIO205","find_general_materials","[('BIO205', 'course'), ('lecture notes', 'content_type')]"
"Week 3 assignments Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('3', 'week'), ('assignments', 'content_type')]"
"Week 6 exams Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('6', 'week'), ('exams', 'content_type')]"
"CS101 assignments week 2","find_lecture_materials","[('CS101', 'course'), ('2', 'week'), ('assignments', 'content_type')]"
"September 2022 assignments","find_general_materials","[('assignments', 'content_type')]"
"Dr. Johnson CS101 slides","find_general_materials","[('Dr. Johnson', 'professor'), ('CS101', 'course'), ('slides', 'content_type')]"
"Prof. Lee BIO205 week 1 assignments","find_lecture_materials","[('Prof. Lee', 'professor'), ('BIO205', 'course'), ('1', 'week'), ('assignments', 'content_type')]"
"September 2022 exams","find_general_materials","[('exams', 'content_type')]"
"March 2022 slides","find_general_materials","[('slides', 'content_type')]"
"BIO205 readings week 1","find_lecture_materials","[('BIO205', 'course'), ('1', 'week'), ('readings', 'content_type')]"
"CHEM102 exams week 3","find_lecture_materials","[('CHEM102', 'course'), ('3', 'week'), ('exams', 'content_type')]"
"Dr. Amoako readings 2022","find_general_materials","[('Dr. Amoako', 'professor'), ('readings', 'content_type')]"
"solutions for MATH202","find_general_materials","[('MATH202', 'course'), ('solutions', 'content_type')]"
"Week 9 slides Prof. Smith","find_lecture_materials","[('Prof. Smith', 'professor'), ('9', 'week'), ('slides', 'content_type')]"
"Week 11 lecture notes Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('11', 'week'), ('lecture notes', 'content_type')]"
"Week 10 readings Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('10', 'week'), ('readings', 'content_type')]"
"readings for CS101","find_general_materials","[('CS101', 'course'), ('readings', 'content_type')]"
"Dr. Garcia MATH202 week 2 slides","find_lecture_materials","[('Dr. Garcia', 'professor'), ('MATH202', 'course'), ('2', 'week'), ('slides', 'content_type')]"
"exams for CS101","find_exam_materials","[('CS101', 'course'), ('exams', 'content_type')]"
"BIO205 slides week 4","find_lecture_materials","[('BIO205', 'course'), ('4', 'week'), ('slides', 'content_type')]"
"CS101 slides week 3","find_lecture_materials","[('CS101', 'course'), ('3', 'week'), ('slides', 'content_type')]"
"CS101 solutions week 9","find_lecture_materials","[('CS101', 'course'), ('9', 'week'), ('solutions', 'content_type')]"
"Prof. Lee CS101 exams","find_exam_materials","[('Prof. Lee', 'professor'), ('CS101', 'course'), ('exams', 'content_type')]"
"Prof. Lee exams 2023","find_general_materials","[('Prof. Lee', 'professor'), ('exams', 'content_type')]"
"Dr. Garcia solutions 2021","find_general_materials","[('Dr. Garcia', 'professor'), ('solutions', 'content_type')]"
"Week 7 assignments Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('7', 'week'), ('assignments', 'content_type')]"
"assignments for MATH202","find_assignments","[('MATH202', 'course'), ('assignments', 'content_type')]"
"Week 11 assignments Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('11', 'week'), ('assignments', 'content_type')]"
"Prof. Lee CHEM102 week 7 assignments","find_lecture_materials","[('Prof. Lee', 'professor'), ('CHEM102', 'course'), ('7', 'week'), ('assignments', 'content_type')]"
"Prof. Lee CHEM102 solutions","find_general_materials","[('Prof. Lee', 'professor'), ('CHEM102', 'course'), ('solutions', 'content_type')]"
"September 2021 exams","find_general_materials","[('exams', 'content_type')]"
"Prof. Smith BIO205 week 2 exams","find_lecture_materials","[('Prof. Smith', 'professor'), ('BIO205', 'course'), ('2', 'week'), ('exams', 'content_type')]"
"Dr. Amoako MATH202 solutions","find_general_materials","[('Dr. Amoako', 'professor'), ('MATH202', 'course'), ('solutions', 'content_type')]"
"CHEM102 slides week 8","find_lecture_materials","[('CHEM102', 'course'), ('8', 'week'), ('slides', 'content_type')]"
"MATH202 assignments week 2","find_lecture_materials","[('MATH202', 'course'), ('2', 'week'), ('assignments', 'content_type')]"
"Dr. Garcia CS101 solutions","find_general_materials","[('Dr. Garcia', 'professor'), ('CS101', 'course'), ('solutions', 'content_type')]"
"Dr. Johnson BIO205 solutions","find_general_materials","[('Dr. Johnson', 'professor'), ('BIO205', 'course'), ('solutions', 'content_type')]"
"February 2021 lecture notes","find_general_materials","[('lecture notes', 'content_type')]"
"BIO205 exams week 7","find_lecture_materials","[('BIO205', 'course'), ('7', 'week'), ('exams', 'content_type')]"
"Week 8 assignments Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('8', 'week'), ('assignments', 'content_type')]"
"MATH202 readings week 5","find_lecture_materials","[('MATH202', 'course'), ('5', 'week'), ('readings', 'content_type')]"
"Dr. Amoako MATH202 week 1 slides","find_lecture_materials","[('Dr. Amoako', 'professor'), ('MATH202', 'course'), ('1', 'week'), ('slides', 'content_type')]"
"CHEM102 slides week 7","find_lecture_materials","[('CHEM102', 'course'), ('7', 'week'), ('slides', 'content_type')]"
"Dr. Garcia exams 2023","find_general_materials","[('Dr. Garcia', 'professor'), ('exams', 'content_type')]"
"April 2021 assignments","find_general_materials","[('assignments', 'content_type')]"
"readings for CHEM102","find_general_materials","[('CHEM102', 'course'), ('readings', 'content_type')]"
"CHEM102 readings week 3","find_lecture_materials","[('CHEM102', 'course'), ('3', 'week'), ('readings', 'content_type')]"
"Dr. Johnson slides 2021","find_general_materials","[('Dr. Johnson', 'professor'), ('slides', 'content_type')]"
"assignments for BIO205","find_assignments","[('BIO205', 'course'), ('assignments', 'content_type')]"
"January 2023 assignments","find_general_materials","[('assignments', 'content_type')]"
"Week 2 solutions Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('2', 'week'), ('solutions', 'content_type')]"
"slides for CHEM102","find_general_materials","[('CHEM102', 'course'), ('slides', 'content_type')]"
"Prof. Lee MATH202 week 12 assignments","find_lecture_materials","[('Prof. Lee', 'professor'), ('MATH202', 'course'), ('12', 'week'), ('assignments', 'content_type')]"
"Dr. Amoako BIO205 week 9 lecture notes","find_lecture_materials","[('Dr. Amoako', 'professor'), ('BIO205', 'course'), ('9', 'week'), ('lecture notes', 'content_type')]"
"April 2021 solutions","find_general_materials","[('solutions', 'content_type')]"
"Week 4 exams Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('4', 'week'), ('exams', 'content_type')]"
"exams for PHYS301","find_exam_materials","[('PHYS301', 'course'), ('exams', 'content_type')]"
"assignments for CS101","find_assignments","[('CS101', 'course'), ('assignments', 'content_type')]"
"CHEM102 exams week 8","find_lecture_materials","[('CHEM102', 'course'), ('8', 'week'), ('exams', 'content_type')]"
"September 2023 readings","find_general_materials","[('readings', 'content_type')]"
"BIO205 solutions week 11","find_lecture_materials","[('BIO205', 'course'), ('11', 'week'), ('solutions', 'content_type')]"
"Week 1 slides Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('1', 'week'), ('slides', 'content_type')]"
"Dr. Amoako solutions 2022","find_general_materials","[('Dr. Amoako', 'professor'), ('solutions', 'content_type')]"
"solutions for CHEM102","find_general_materials","[('CHEM102', 'course'), ('solutions', 'content_type')]"
"BIO205 exams week 2","find_lecture_materials","[('BIO205', 'course'), ('2', 'week'), ('exams', 'content_type')]"
"Dr. Amoako assignments 2023","find_general_materials","[('Dr. Amoako', 'professor'), ('assignments', 'content_type')]"
"Dr. Garcia CS101 slides","find_general_materials","[('Dr. Garcia', 'professor'), ('CS101', 'course'), ('slides', 'content_type')]"
"Dr. Amoako exams 2022","find_general_materials","[('Dr. Amoako', 'professor'), ('exams', 'content_type')]"
"readings for MATH202","find_general_materials","[('MATH202', 'course'), ('readings', 'content_type')]"
"readings for MATH202","find_general_materials","[('MATH202', 'course'), ('readings', 'content_type')]"
"Dr. Amoako MATH202 assignments","find_assignments","[('Dr. Amoako', 'professor'), ('MATH202', 'course'), ('assignments', 'content_type')]"
"Dr. Johnson PHYS301 week 10 slides","find_lecture_materials","[('Dr. Johnson', 'professor'), ('PHYS301', 'course'), ('10', 'week'), ('slides', 'content_type')]"
"lecture notes for CHEM102","find_general_materials","[('CHEM102', 'course'), ('lecture notes', 'content_type')]"
"Dr. Amoako BIO205 week 6 exams","find_lecture_materials","[('Dr. Amoako', 'professor'), ('BIO205', 'course'), ('6', 'week'), ('exams', 'content_type')]"
"Dr. Garcia assignments 2023","find_general_materials","[('Dr. Garcia', 'professor'), ('assignments', 'content_type')]"
"Dr. Garcia MATH202 exams","find_exam_materials","[('Dr. Garcia', 'professor'), ('MATH202', 'course'), ('exams', 'content_type')]"
"Week 2 slides Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('2', 'week'), ('slides', 'content_type')]"
"readings for CS101","find_general_materials","[('CS101', 'course'), ('readings', 'content_type')]"
"Prof. Smith assignments 2023","find_general_materials","[('Prof. Smith', 'professor'), ('assignments', 'content_type')]"
"March 2021 lecture notes","find_general_materials","[('lecture notes', 'content_type')]"
"Dr. Johnson PHYS301 week 1 readings","find_lecture_materials","[('Dr. Johnson', 'professor'), ('PHYS301', 'course'), ('1', 'week'), ('readings', 'content_type')]"
"Prof. Lee CS101 readings","find_general_materials","[('Prof. Lee', 'professor'), ('CS101', 'course'), ('readings', 'content_type')]"
"CHEM102 lecture notes week 2","find_lecture_materials","[('CHEM102', 'course'), ('2', 'week'), ('lecture notes', 'content_type')]"
"Dr. Garcia exams 2021","find_general_materials","[('Dr. Garcia', 'professor'), ('exams', 'content_type')]"
"Dr. Amoako CS101 week 9 lecture notes","find_lecture_materials","[('Dr. Amoako', 'professor'), ('CS101', 'course'), ('9', 'week'), ('lecture notes', 'content_type')]"
"Prof. Lee assignments 2021","find_general_materials","[('Prof. Lee', 'professor'), ('assignments', 'content_type')]"
"Prof. Lee assignments 2021","find_general_materials","[('Prof. Lee', 'professor'), ('assignments', 'content_type')]"
